Name,Description,Category,Address,Latitude,Longitude,Icon Color,Google Maps URL,Operating Hours,Admission Fee,Ratings,Notes,Type
S. P. Dinsmoor's Garden of Eden,Tours are offered of this unique folk art attraction starring Biblical & political sculptures.,Roadside Attraction,"305 E 2nd St, Lucas, KS 67648, United States",39.05845186,-98.53464573,N/A,"https://www.google.co.uk/maps/place/S.+P.+Dinsmoor's+Garden+of+Eden/@39.0530365,-98.5575625,3821m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87a25451987be317:0xa69a66a4b09826b7!8m2!3d39.057952!4d-98.5351178!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgEXaGlzdG9yaWNhbF9wbGFjZV9tdXNldW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTk9ibVYyVUhOblJSQULgAQD6AQQIABAx!16s%2Fm%2F06z_wpx?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",1PM–4 PM,,4.6/5,,Attraction
Cosmosphere,"Attractions include a planetarium, dome-shaped theater, re-created rocket lab & space museum.",Roadside Attraction,"1100 N Plum St, Hutchinson, KS 67501, United States",38.06552207,-97.92113735,N/A,"https://www.google.co.uk/maps/place/Cosmosphere/@38.0651673,-97.9403205,3873m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87a4b7ceb19aec63:0x3164aed3f8b8acae!8m2!3d38.0651673!4d-97.9212661!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgEOc2NpZW5jZV9tdXNldW3gAQA!16zL20vMDJscWN6?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–7 PM,,4.8/5,,Attraction
Alcove Springs Park,It was discovered in 1846 when the Donner party were delayed by high waters on the Blue River. A 223-acre park offers a self-guided walking tour and interpretive exhibits.,Roadside Attraction,"1834 E River Rd, Blue Rapids, KS 66411, United States",39.74651286,-96.67170225,N/A,"https://www.google.co.uk/maps/place/Alcove+Springs+Park/@39.7460674,-96.6908854,3783m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87bdf5d4bdeae9d9:0xaa884188e651b0b5!8m2!3d39.7460674!4d-96.671831!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOeE4zUlhSVzFuUlJBQuABAPoBBAh_ECs!16s%2Fg%2F1tg_m48m?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.7/5,,Attraction
Hot and Cold Water Towers,"Far from the interstates in south-central Kansas there is a side-by-side pair of century-old municipal water towers labeled ""Hot"" and ""Cold,"" first labeled in 1956.",Roadside Attraction,"101-199 Green St, Pratt, KS 67124, United States",37.65224835,-98.73924663,N/A,"https://www.google.co.uk/maps/place/Hot+and+Cold+Water+Towers/@37.6517217,-98.7582152,3895m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87a5b39607de45cf:0xc89666527655bf44!8m2!3d37.6517217!4d-98.7391608!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJ3TVY5MllXUlJFQUXgAQD6AQQIABBD!16s%2Fg%2F11s0hms5vh?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.0/5,,Attraction
Little House on the Prairie Museum,Replica of the one-room cabin that was home to writer Laura Ingalls Wilder & family from 1869-1871.,Roadside Attraction,"2507 CR, 3000 Rd, Independence, KS 67301, United States",37.12541457,-95.83609759,N/A,"https://www.google.co.uk/maps/place/Little+House+on+the+Prairie+Museum/@37.1279979,-95.8461398,3923m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87b780313c03d0f1:0x3b7932ab6754c04f!8m2!3d37.1248842!4d-95.836398!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgEOaGlzdG9yeV9tdXNldW3gAQA!16s%2Fg%2F1tcwm1_r?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",10 AM–5 PM,,4.6/5,,Attraction
Former World's Largest Spur,"28 feet high, stands on its ends to form an arch. Weighs a ton. Built by Larry Houston in 2002, it was certified by Guinness as the world's largest.",Roadside Attraction,"Pine St, Abilene, KS 67410, United States",38.93562586,-97.21436335,N/A,"https://www.google.co.uk/maps/place/Former+World's+Largest+Spur/@38.9353755,-97.2335465,3827m/data=!3m1!1e3!4m10!1m2!2m1!1sRoadside+Attractions+in+Kansas!3m6!1s0x87bcf07b5b6ce447:0xafc3e85153924976!8m2!3d38.9353755!4d-97.2144921!15sCh5Sb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLYW5zYXNaICIecm9hZHNpZGUgYXR0cmFjdGlvbnMgaW4ga2Fuc2FzkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA!16s%2Fg%2F11g6yh4r5n?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.4/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"1102 US-59, Chetopa, KS 67336, United States",37.00098124,-95.08306948,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@36.9993713,-95.1000642,4673m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b7e3d427919c1f:0x7e567bace0983904!8m2!3d37.0003083!4d-95.0857184!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11rfd5ncjt?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,3.8/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"Kanorado, KS 67741, United States",39.33071005,-102.0348962,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@39.329681,-102.0583279,7611m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x870b55999e29b5ad:0xdb3b12f149c90916!8m2!3d39.329681!4d-102.0356683!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11jdrr_lcj?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.7/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"Liberal, KS 67901, United States",36.9996129,-100.891779,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@36.9988246,-100.929802,7859m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87081325732a21b5:0x29c7e6edf86b89a8!8m2!3d36.9988246!4d-100.8916932!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16s%2Fg%2F11j9dsrbkr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,5.0/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"Manter, KS 67862, United States",37.47038705,-102.0414362,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@37.4688833,-102.0452256,1161m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87092dd8a56c7f75:0x4bc903423cf28a1a!8m2!3d37.4702337!4d-102.0414072!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11rhdyk2l8?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,5.0/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"U.S. Hwy 40, Weskan, KS 67762, United States",38.85762516,-102.0445592,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@38.8575072,-102.0453885,285m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x870b7d3cc9dfd247:0x43b10713c86303e3!8m2!3d38.8575862!4d-102.0447603!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11rxylh21_?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.4/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"2M86+JV, South Haven, KS 67140, United States",37.0167835,-97.33781847,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@37.0180495,-97.3450256,1389m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b07732618ae4f7:0x573a3df6c5241bac!8m2!3d37.0165606!4d-97.337859!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11v0b_p4xr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,3.8/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"US-183, Ashland, KS 67831, United States",37.00087238,-99.63117307,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@36.9999878,-99.6417334,2778m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87a623fc01284df7:0x6425aa8ecea910a5!8m2!3d37.0006018!4d-99.631077!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16s%2Fg%2F11r_q5yd_c?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.5/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"29 Woodswether Rd, Kansas City, KS 66118, United States",39.10998477,-94.60971002,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@39.109577,-94.6109866,401m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87c0f1d8e7ed46bb:0xcb7122282f66f28f!8m2!3d39.1099387!4d-94.6097034!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11kpq39x1t?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,5.0/5,,Attraction
Kansas welcome sign,,Welcome Sign,"US-75, Caney, KS 67333, United States",37.00011977,-95.92795199,N/A,"https://www.google.co.uk/maps/place/Kansas+welcome+sign/@37.0015748,-95.9314952,982m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b7653ec5cd98cb:0xf6987cf41af9ce05!8m2!3d37.0000708!4d-95.9278435!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11nmr_t7gm?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.0/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"Liberty, KS 68327, United States",40.00146413,-97.61224104,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@40.0013614,-97.6170261,942m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x8797f3fa77b8a6af:0x716d92caaf7bd6c2!8m2!3d40.0013614!4d-97.6122625!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11q9s6fylk?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.5/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"1220 Greystone Ave, Kansas City, KS 66103, United States",39.07520989,-94.61142441,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@39.0749787,-94.6129758,338m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87c0f18191f9880d:0xc676a658d92aac0a!8m2!3d39.075174!4d-94.611565!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11v0hk2vjc?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.3/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"US-54, Liberal, KS 67901, United States",37.00121098,-100.9737965,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@37.0015381,-100.9885445,2778m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x870813ae3600e259:0xc27c16135369833c!8m2!3d37.0009686!4d-100.9739521!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11j1fbp_kq?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.5/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"South Haven, KS 67140, United States",36.9997359,-97.40063989,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@36.9994103,-97.4141153,3929m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b0752aa41293e5:0xc6d864f97444d08f!8m2!3d36.9994103!4d-97.4006418!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11tc842w66?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.6/5,,Attraction
Welcome to Kansas sign,,Welcome Sign,"2130 Shawnee Mission Pkwy, Mission Woods, KS 66205, United States",39.0338128,-94.61002965,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+sign/@39.033425,-94.6112545,284m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87c0ef0050a8de79:0xa4021356dfd676ee!8m2!3d39.0337677!4d-94.610025!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11vr0bpw0y?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,3.8/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"2X23+5H, Arkansas City, KS 67005, United States",37.0005576,-97.04606147,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@37.0004912,-97.0475152,491m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b087063e715e1f:0x83777db087348ae1!8m2!3d37.0004912!4d-97.046099!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11txds33y7?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,5.0/5,,Attraction
Welcome to Kansas Sign,,Welcome Sign,"County Rd 39 1/10, Holly, CO 81047, United States",38.04788965,-102.0439322,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+Sign/@38.0478284,-102.0463247,484m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x870bff6ccfda5a5f:0x4c4a752f8fc80f01!8m2!3d38.0478284!4d-102.0439429!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11h3mrjnjc?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.3/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"104 Wyandotte St, South Coffeyville, OK 74072, United States",36.99979312,-95.61981631,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@36.9997567,-95.6222142,491m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87b7856128afab73:0x18cd9f9564f06b69!8m2!3d36.9997567!4d-95.6198324!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11rfd5f8xx?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",Open 24 hours,,4.5/5,,Attraction
Welcome to Kansas sign,,Welcome Sign,"1201 N 2nd St, FT LEAVNWRTH, KS 66027, United States",39.32920912,-94.91390216,N/A,"https://www.google.co.uk/maps/place/Welcome+to+Kansas+sign/@39.3291448,-94.9162786,476m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87c07b004ae66091:0x7d099205b68b456!8m2!3d39.3291448!4d-94.9138968!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11y407gk8m?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,5.0/5,,Attraction
Kansas Welcome Sign,,Welcome Sign,"4501 SE 118th St, Joplin, MO 64804, United States",37.00528296,-94.61802807,N/A,"https://www.google.co.uk/maps/place/Kansas+Welcome+Sign/@37.0056854,-94.6245223,1168m/data=!3m1!1e3!4m11!1m3!2m2!1sWelcome+signs+in+Kansas!6e1!3m6!1s0x87c86f006eeb491b:0x59fedf28521ccff3!8m2!3d37.0051274!4d-94.6180588!15sChdXZWxjb21lIHNpZ25zIGluIEthbnNhc5IBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16s%2Fg%2F11ld68fd1p?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",,,4.0/5,,Attraction
Kentucky Stonehenge,"Kentucky Stonehenge is a replica of the ancient English landmark. Former Mayor & stone mason, Cheste",Roadside Attraction,"201 Lynn Ave, Munfordville, KY 42765, United States",37.2759748,-85.89901724,N/A,"https://www.google.co.uk/maps/place/Kentucky+Stonehenge/@37.2665833,-85.9274272,7831m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x88689f0f7ff9e6a3:0x4d07d781987a5f0e!8m2!3d37.2753921!4d-85.898599!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNdGFHUkxkRVpSRUFF4AEA-gEECHkQOw!16s%2Fg%2F11dxl6r0sk?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–5 PM,,4.6/5,,Attraction
Louisville Mega Cavern,"Former limestone quarry now housing a zip line & tram, ropes course, underground bike park & events.",Roadside Attraction,"1841 Taylor Ave, Louisville, KY 40213, United States",38.20151098,-85.70390265,N/A,"https://www.google.co.uk/maps/place/Louisville+Mega+Cavern/@38.1995046,-85.7112103,1626m/data=!3m2!1e3!5s0x88690c8ca0dd094b:0xeb5ea298c091ab68!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x88690c8cbf01dbcd:0x911927cbde50a378!8m2!3d38.2012259!4d-85.703929!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fm%2F012vhpw3?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–8:30 PM,,4.5/5,,Attraction
Apple Valley Hillbilly Garden and Toyland,,Roadside Attraction,"9351 US-68, Calvert City, KY 42029, United States",36.98029101,-88.48325877,N/A,"https://www.google.co.uk/maps/place/Apple+Valley+Hillbilly+Garden+and+Toyland/@36.9800596,-88.4913054,1965m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x887a152cfd9debeb:0xfabad3638c690883!8m2!3d36.9800596!4d-88.483294!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBBm11c2V1bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSNU1WOU1ielpSUlJBQuABAPoBBAgAECw!16s%2Fg%2F1q5brwwcp?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8 AM–6 PM,,4.6/5,,Attraction
Ark Encounter,"Massive ship with 3 decks depicting Biblical tale of Noah's Ark, with interactive exhibits & zoo.",Roadside Attraction,"1 Ark Encounter Dr, Williamstown, KY 41097, United States",38.62822092,-84.58080045,N/A,"https://www.google.co.uk/maps/place/Ark+Encounter/@38.6279108,-84.5904564,1922m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x88418c9f72f8ff8b:0xf2aed7758d08d045!8m2!3d38.6279108!4d-84.5809292!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBBm11c2V1beABAA!16s%2Fg%2F11cn8ywrt3?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–6 PM,,4.7/5,,Attraction
Hidden River Cave & American Cave Museum,"Tours of a hidden river cave are available, along with an educational museum.",Roadside Attraction,"119 E Main St, Horse Cave, KY 42749, United States",37.1795289,-85.90583188,N/A,"https://www.google.co.uk/maps/place/Hidden+River+Cave+%26+American+Cave+Museum/@37.1793152,-85.915402,1960m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x886621b43a40f5bf:0x50501881a1aa567!8m2!3d37.1793152!4d-85.9058748!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F1tdch2wb?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9:30 AM–5 PM,,4.8/5,,Attraction
Kentucky Derby Museum,"Films, interactive exhibits & more tell the famed horse race's story at this Churchill Downs venue.",Roadside Attraction,"704 Central Ave, Louisville, KY 40208, United States",38.20572345,-85.77096261,N/A,"https://www.google.co.uk/maps/place/Kentucky+Derby+Museum/@38.2054621,-85.7805971,1933m/data=!3m2!1e3!5s0x886912813c336371:0xbb811745b9ac5ed0!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x886912839a09bf95:0xfea6fa9f5ff6e759!8m2!3d38.2054621!4d-85.7710699!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBD2hlcml0YWdlX211c2V1beABAA!16s%2Fm%2F02782h8?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9 AM–5 PM,,4.7/5,,Attraction
Lost River Cave,Subterranean boat tours offered in a limestone cave complex with a visitor center & gift shop.,Roadside Attraction,"2818 Nashville Rd, Bowling Green, KY 42101, United States",36.95338591,-86.47396838,N/A,"https://www.google.co.uk/maps/place/Lost+River+Cave/@36.9532573,-86.4835385,1966m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x8865e90e76a539a7:0xa2a3a73782aff9b2!8m2!3d36.9532573!4d-86.4740113!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fm%2F02887d2?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",9:30 AM–5:30 PM,,4.6/5,,Attraction
Dinosaur World,"Kid-friendly, mostly open-air attraction with life-size dinosaur replicas & hands-on activities.",Roadside Attraction,"711 Mammoth Cave Rd, Cave City, KY 42127, United States",37.13592799,-85.9810063,N/A,"https://www.google.co.uk/maps/place/Dinosaur+World/@37.1355431,-85.9905335,1961m/data=!3m1!1e3!4m11!1m3!2m2!1sRoadside+Attractions+in+Kentucky!6e1!3m6!1s0x88661931b4eafcd7:0x6269bf8ca3971f51!8m2!3d37.1355431!4d-85.9810063!15sCiBSb2Fkc2lkZSBBdHRyYWN0aW9ucyBpbiBLZW50dWNreVoiIiByb2Fkc2lkZSBhdHRyYWN0aW9ucyBpbiBrZW50dWNreZIBEGFtdXNlbWVudF9jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTJieTFwTkVoM0VBReABAPoBBAgAEEQ!16s%2Fg%2F123382h5r?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D",8:30 AM–4:30 PM,,4.4/5,,Attraction
